path,sha256,category,line,excerpt
_EA1_R1_1_REPAIR_WORK/EXTRACTED_BEFORE/M3A_ENDPOINT_ACCESS_WORD_SUPPORT_EA1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_2.pdf,4135498db2f973d8c3dbd4f77b8ebc94c2f3ea8bfc11e9dd710ef694b65d3222,theorem_like,205,5 Exact-dark component theorem
_EA1_R1_1_REPAIR_WORK/EXTRACTED_BEFORE/M3A_ENDPOINT_ACCESS_WORD_SUPPORT_EA1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_2.pdf,4135498db2f973d8c3dbd4f77b8ebc94c2f3ea8bfc11e9dd710ef694b65d3222,theorem_like,208,Theorem 5.1 (Exact-dark locus). The exact-dark direction locus is
_EA1_R1_1_REPAIR_WORK/EXTRACTED_BEFORE/M3A_ENDPOINT_ACCESS_WORD_SUPPORT_EA1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_2.pdf,4135498db2f973d8c3dbd4f77b8ebc94c2f3ea8bfc11e9dd710ef694b65d3222,theorem_like,236,6 Endpoint support lemma
_EA1_R1_1_REPAIR_WORK/EXTRACTED_BEFORE/M3A_ENDPOINT_ACCESS_WORD_SUPPORT_EA1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_2.pdf,4135498db2f973d8c3dbd4f77b8ebc94c2f3ea8bfc11e9dd710ef694b65d3222,theorem_like,237,"Lemma 6.1 (Endpoint support bound). For every directionv, everyj,k≥0, and either"
_EA1_R1_1_REPAIR_WORK/EXTRACTED_BEFORE/M3A_ENDPOINT_ACCESS_WORD_SUPPORT_EA1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_2.pdf,4135498db2f973d8c3dbd4f77b8ebc94c2f3ea8bfc11e9dd710ef694b65d3222,theorem_like,257,7 Three-stratum theorem
_EA1_R1_1_REPAIR_WORK/EXTRACTED_BEFORE/M3A_ENDPOINT_ACCESS_WORD_SUPPORT_EA1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_2.pdf,4135498db2f973d8c3dbd4f77b8ebc94c2f3ea8bfc11e9dd710ef694b65d3222,theorem_like,258,"Theorem 7.1 (Complete diagonal-family trichotomy). For everyv∈R4, exactly one of the"
_EA1_R1_1_REPAIR_WORK/EXTRACTED_BEFORE/M3A_ENDPOINT_ACCESS_WORD_SUPPORT_EA1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_2.pdf,4135498db2f973d8c3dbd4f77b8ebc94c2f3ea8bfc11e9dd710ef694b65d3222,theorem_like,309,"Finally, ifℓ=Q = 0, theorem 4.1 givesR = 0, so the complete selected numerator is zero."
_EA1_R1_1_REPAIR_WORK/EXTRACTED_BEFORE/M3A_ENDPOINT_ACCESS_WORD_SUPPORT_EA1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_2.pdf,4135498db2f973d8c3dbd4f77b8ebc94c2f3ea8bfc11e9dd710ef694b65d3222,counterexample,27,"counterexample records this boundary, while the corresponding three-scale geometry"
_EA1_R1_1_REPAIR_WORK/EXTRACTED_BEFORE/M3A_ENDPOINT_ACCESS_WORD_SUPPORT_EA1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_2.pdf,4135498db2f973d8c3dbd4f77b8ebc94c2f3ea8bfc11e9dd710ef694b65d3222,counterexample,62,an explicit moving-direction counterexample only to mark that boundary. The three-scale
_EA1_R1_1_REPAIR_WORK/EXTRACTED_BEFORE/M3A_ENDPOINT_ACCESS_WORD_SUPPORT_EA1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_2.pdf,4135498db2f973d8c3dbd4f77b8ebc94c2f3ea8bfc11e9dd710ef694b65d3222,counterexample,545,The moving-direction counterexample does not weaken this theorem. It identifies its exact
_EA1_R1_1_REPAIR_WORK/EXTRACTED_BEFORE/M3A_ENDPOINT_ACCESS_WORD_SUPPORT_EA1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_2.pdf,4135498db2f973d8c3dbd4f77b8ebc94c2f3ea8bfc11e9dd710ef694b65d3222,scope_warning,508,"12 Scope, reproducibility and transparency"
_EA1_R1_1_REPAIR_WORK/EXTRACTED_BEFORE/M3A_ENDPOINT_ACCESS_WORD_SUPPORT_EA1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_2.pdf,4135498db2f973d8c3dbd4f77b8ebc94c2f3ea8bfc11e9dd710ef694b65d3222,scope_warning,509,"Scope statement 12.1. The results are finite-dimensional, local near (t,ε) = (0 , 0), tied"
_EA1_R1_1_REPAIR_WORK/EXTRACTED_BEFORE/M3A_ENDPOINT_ACCESS_WORD_SUPPORT_EA1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_2.pdf,4135498db2f973d8c3dbd4f77b8ebc94c2f3ea8bfc11e9dd710ef694b65d3222,correction,100,"Fixed-direction convention. Throughout this paper,v∈R4 is selected once and held"
_EA1_R1_1_REPAIR_WORK/EXTRACTED_BEFORE/M3A_ENDPOINT_ACCESS_WORD_SUPPORT_EA1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_2.pdf,4135498db2f973d8c3dbd4f77b8ebc94c2f3ea8bfc11e9dd710ef694b65d3222,correction,170,convention is
_EA1_R1_1_REPAIR_WORK/EXTRACTED_BEFORE/M3A_ENDPOINT_ACCESS_WORD_SUPPORT_EA1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_2.pdf,4135498db2f973d8c3dbd4f77b8ebc94c2f3ea8bfc11e9dd710ef694b65d3222,correction,364,Corollary 8.3 (Newton polyhedra of the fibres). With the convention
_EA1_R1_1_REPAIR_WORK/EXTRACTED_BEFORE/M3A_ENDPOINT_ACCESS_WORD_SUPPORT_EA1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_2.pdf,4135498db2f973d8c3dbd4f77b8ebc94c2f3ea8bfc11e9dd710ef694b65d3222,release_label,524,sealed TF1 archive supporting that core has SHA-256
_EA1_R1_1_REPAIR_WORK/EXTRACTED_BEFORE/M3A_ENDPOINT_ACCESS_WORD_SUPPORT_EA1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_2.pdf,4135498db2f973d8c3dbd4f77b8ebc94c2f3ea8bfc11e9dd710ef694b65d3222,release_label,549,ARC1 theorem rather than being forced into the fixed-fibre statement.
_EA1_R1_1_REPAIR_WORK/EXTRACTED_BEFORE/M3A_ENDPOINT_ACCESS_WORD_SUPPORT_EA1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_2.pdf,4135498db2f973d8c3dbd4f77b8ebc94c2f3ea8bfc11e9dd710ef694b65d3222,doi,584,"trapping”. In:Physical Review Letters61.7, pp. 826–829.doi: 10.1103/PhysRevLett.61."
_EA1_R1_1_REPAIR_WORK/EXTRACTED_BEFORE/M3A_ENDPOINT_ACCESS_WORD_SUPPORT_EA1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_2.pdf,4135498db2f973d8c3dbd4f77b8ebc94c2f3ea8bfc11e9dd710ef694b65d3222,doi,589,"Chemical Physics92.9, pp. 5363–5376.doi: 10.1063/1.458514."
_EA1_R1_1_REPAIR_WORK/EXTRACTED_BEFORE/M3A_ENDPOINT_ACCESS_WORD_SUPPORT_EA1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_2.pdf,4135498db2f973d8c3dbd4f77b8ebc94c2f3ea8bfc11e9dd710ef694b65d3222,doi,591,"from input/output functions”. In:Regelungstechnik 14, pp. 545–548.doi: 10.1524/auto."
_EA1_R1_1_REPAIR_WORK/EXTRACTED_BEFORE/M3A_ENDPOINT_ACCESS_WORD_SUPPORT_EA1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_2.pdf,4135498db2f973d8c3dbd4f77b8ebc94c2f3ea8bfc11e9dd710ef694b65d3222,doi,595,doi: 10.1137/0320015.
_EA1_R1_1_REPAIR_WORK/EXTRACTED_BEFORE/M3A_ENDPOINT_ACCESS_WORD_SUPPORT_EA1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_2.pdf,4135498db2f973d8c3dbd4f77b8ebc94c2f3ea8bfc11e9dd710ef694b65d3222,doi,598,pp. 1299–1320.doi: 10.1137/22M1509825.
_EA1_R1_1_REPAIR_WORK/EXTRACTED_BEFORE/M3A_ENDPOINT_ACCESS_WORD_SUPPORT_EA1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_2.pdf,4135498db2f973d8c3dbd4f77b8ebc94c2f3ea8bfc11e9dd710ef694b65d3222,doi,601,pp. 490–504.doi: 10.1137/0319029.
_EA1_R1_1_REPAIR_WORK/EXTRACTED_BEFORE/M3A_ENDPOINT_ACCESS_WORD_SUPPORT_EA1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_2.pdf,4135498db2f973d8c3dbd4f77b8ebc94c2f3ea8bfc11e9dd710ef694b65d3222,doi,603,"multilevel quantum systems”. In:Physical Review A113.1, 013723. doi: 10.1103/k7vj-"
_GF1_WORK/FRESH/ARC1_LOCK/M3A_ARC1_COLLEAGUE_LOCKED_DEFINITIONS_R1_0/ARC1_LOCKED_DEFINITIONS_REFERENCE.pdf,07948d0d9b606db20874eed5941ade3dbc423782d96a94fafd199e8ccdc03444,theorem_like,3,Analytic-Arc Valuation Theorem for the M3A
_GF1_WORK/FRESH/ARC1_LOCK/M3A_ARC1_COLLEAGUE_LOCKED_DEFINITIONS_R1_0/ARC1_LOCKED_DEFINITIONS_REFERENCE.pdf,07948d0d9b606db20874eed5941ade3dbc423782d96a94fafd199e8ccdc03444,theorem_like,7,"A self-contained, citable map of the locked dynamical model, three-scale support theorem, quantifier"
_GF1_WORK/FRESH/ARC1_LOCK/M3A_ARC1_COLLEAGUE_LOCKED_DEFINITIONS_R1_0/ARC1_LOCKED_DEFINITIONS_REFERENCE.pdf,07948d0d9b606db20874eed5941ade3dbc423782d96a94fafd199e8ccdc03444,theorem_like,10,LOCKED-DEFINITION · model
_GF1_WORK/FRESH/ARC1_LOCK/M3A_ARC1_COLLEAGUE_LOCKED_DEFINITIONS_R1_0/ARC1_LOCKED_DEFINITIONS_REFERENCE.pdf,07948d0d9b606db20874eed5941ade3dbc423782d96a94fafd199e8ccdc03444,theorem_like,29,LOCKED-DEFINITION · series and support
_GF1_WORK/FRESH/ARC1_LOCK/M3A_ARC1_COLLEAGUE_LOCKED_DEFINITIONS_R1_0/ARC1_LOCKED_DEFINITIONS_REFERENCE.pdf,07948d0d9b606db20874eed5941ade3dbc423782d96a94fafd199e8ccdc03444,theorem_like,36,LOCKED-DEFINITION · invariant channels
_GF1_WORK/FRESH/ARC1_LOCK/M3A_ARC1_COLLEAGUE_LOCKED_DEFINITIONS_R1_0/ARC1_LOCKED_DEFINITIONS_REFERENCE.pdf,07948d0d9b606db20874eed5941ade3dbc423782d96a94fafd199e8ccdc03444,theorem_like,55,PROVED · ARC1-C3 lower-support theorem
_GF1_WORK/FRESH/ARC1_LOCK/M3A_ARC1_COLLEAGUE_LOCKED_DEFINITIONS_R1_0/ARC1_LOCKED_DEFINITIONS_REFERENCE.pdf,07948d0d9b606db20874eed5941ade3dbc423782d96a94fafd199e8ccdc03444,theorem_like,65,Theorem 4.1.
_GF1_WORK/FRESH/ARC1_LOCK/M3A_ARC1_COLLEAGUE_LOCKED_DEFINITIONS_R1_0/ARC1_LOCKED_DEFINITIONS_REFERENCE.pdf,07948d0d9b606db20874eed5941ade3dbc423782d96a94fafd199e8ccdc03444,theorem_like,71,"Source: R1.2 Lemma 6.1, lines 421–455, equation (18)."
_GF1_WORK/FRESH/ARC1_LOCK/M3A_ARC1_COLLEAGUE_LOCKED_DEFINITIONS_R1_0/ARC1_LOCKED_DEFINITIONS_REFERENCE.pdf,07948d0d9b606db20874eed5941ade3dbc423782d96a94fafd199e8ccdc03444,theorem_like,81,"Sources: R1.2 Theorem 5.1, lines 355–417; exact-dark moving source lines 4–32, SHA-256"
_GF1_WORK/FRESH/ARC1_LOCK/M3A_ARC1_COLLEAGUE_LOCKED_DEFINITIONS_R1_0/ARC1_LOCKED_DEFINITIONS_REFERENCE.pdf,07948d0d9b606db20874eed5941ade3dbc423782d96a94fafd199e8ccdc03444,theorem_like,109,prompt. The historic theorem files were unnumbered; ARC1-C1–C6 are clarification concordance numbers.
_GF1_WORK/FRESH/ARC1_LOCK/M3A_ARC1_COLLEAGUE_LOCKED_DEFINITIONS_R1_0/ARC1_LOCKED_DEFINITIONS_REFERENCE.pdf,07948d0d9b606db20874eed5941ade3dbc423782d96a94fafd199e8ccdc03444,scope_warning,83,PROVED · ARC1-C6 tie and scalar-field scope
_GF1_WORK/FRESH/ARC1_LOCK/M3A_ARC1_COLLEAGUE_LOCKED_DEFINITIONS_R1_0/ARC1_LOCKED_DEFINITIONS_REFERENCE.pdf,07948d0d9b606db20874eed5941ade3dbc423782d96a94fafd199e8ccdc03444,scope_warning,90,Source: tie source lines 4–30; SHA-256 a5c3400e7906e56b00c51628b531e2bf8f9835a2e51fc12c14b9b109916a5e81; scope correction in
_GF1_WORK/FRESH/ARC1_LOCK/M3A_ARC1_COLLEAGUE_LOCKED_DEFINITIONS_R1_0/ARC1_LOCKED_DEFINITIONS_REFERENCE.pdf,07948d0d9b606db20874eed5941ade3dbc423782d96a94fafd199e8ccdc03444,scope_warning,108,ARC1_INFORMATION_REQUEST.md.pdf was unavailable. Q1–Q12 are preserved in the verified clarification
_GF1_WORK/FRESH/ARC1_LOCK/M3A_ARC1_COLLEAGUE_LOCKED_DEFINITIONS_R1_0/ARC1_LOCKED_DEFINITIONS_REFERENCE.pdf,07948d0d9b606db20874eed5941ade3dbc423782d96a94fafd199e8ccdc03444,correction,90,Source: tie source lines 4–30; SHA-256 a5c3400e7906e56b00c51628b531e2bf8f9835a2e51fc12c14b9b109916a5e81; scope correction in
_GF1_WORK/FRESH/ARC1_LOCK/M3A_ARC1_COLLEAGUE_LOCKED_DEFINITIONS_R1_0/ARC1_LOCKED_DEFINITIONS_REFERENCE.pdf,07948d0d9b606db20874eed5941ade3dbc423782d96a94fafd199e8ccdc03444,release_label,1,ARC1 locked definitions reference R1.0
_GF1_WORK/FRESH/ARC1_LOCK/M3A_ARC1_COLLEAGUE_LOCKED_DEFINITIONS_R1_0/ARC1_LOCKED_DEFINITIONS_REFERENCE.pdf,07948d0d9b606db20874eed5941ade3dbc423782d96a94fafd199e8ccdc03444,release_label,27,ARC1 locked definitions reference R1.0
_GF1_WORK/FRESH/ARC1_LOCK/M3A_ARC1_COLLEAGUE_LOCKED_DEFINITIONS_R1_0/ARC1_LOCKED_DEFINITIONS_REFERENCE.pdf,07948d0d9b606db20874eed5941ade3dbc423782d96a94fafd199e8ccdc03444,release_label,35,"Source: R1.2 equations (5)–(6), lines 163–180; ARC1 support source lines 12–34."
_GF1_WORK/FRESH/ARC1_LOCK/M3A_ARC1_COLLEAGUE_LOCKED_DEFINITIONS_R1_0/ARC1_LOCKED_DEFINITIONS_REFERENCE.pdf,07948d0d9b606db20874eed5941ade3dbc423782d96a94fafd199e8ccdc03444,release_label,43,PROVED · ARC1-C2 transformed resolvent
_GF1_WORK/FRESH/ARC1_LOCK/M3A_ARC1_COLLEAGUE_LOCKED_DEFINITIONS_R1_0/ARC1_LOCKED_DEFINITIONS_REFERENCE.pdf,07948d0d9b606db20874eed5941ade3dbc423782d96a94fafd199e8ccdc03444,release_label,53,ARC1 locked definitions reference R1.0
_GF1_WORK/FRESH/ARC1_LOCK/M3A_ARC1_COLLEAGUE_LOCKED_DEFINITIONS_R1_0/ARC1_LOCKED_DEFINITIONS_REFERENCE.pdf,07948d0d9b606db20874eed5941ade3dbc423782d96a94fafd199e8ccdc03444,release_label,55,PROVED · ARC1-C3 lower-support theorem
_GF1_WORK/FRESH/ARC1_LOCK/M3A_ARC1_COLLEAGUE_LOCKED_DEFINITIONS_R1_0/ARC1_LOCKED_DEFINITIONS_REFERENCE.pdf,07948d0d9b606db20874eed5941ade3dbc423782d96a94fafd199e8ccdc03444,release_label,66,PROVED · ARC1-C4 endpoint firewall
_GF1_WORK/FRESH/ARC1_LOCK/M3A_ARC1_COLLEAGUE_LOCKED_DEFINITIONS_R1_0/ARC1_LOCKED_DEFINITIONS_REFERENCE.pdf,07948d0d9b606db20874eed5941ade3dbc423782d96a94fafd199e8ccdc03444,release_label,74,ARC1 locked definitions reference R1.0
_GF1_WORK/FRESH/ARC1_LOCK/M3A_ARC1_COLLEAGUE_LOCKED_DEFINITIONS_R1_0/ARC1_LOCKED_DEFINITIONS_REFERENCE.pdf,07948d0d9b606db20874eed5941ade3dbc423782d96a94fafd199e8ccdc03444,release_label,76,PROVED · ARC1-C5 exact-dark geometry
_GF1_WORK/FRESH/ARC1_LOCK/M3A_ARC1_COLLEAGUE_LOCKED_DEFINITIONS_R1_0/ARC1_LOCKED_DEFINITIONS_REFERENCE.pdf,07948d0d9b606db20874eed5941ade3dbc423782d96a94fafd199e8ccdc03444,release_label,83,PROVED · ARC1-C6 tie and scalar-field scope
_GF1_WORK/FRESH/ARC1_LOCK/M3A_ARC1_COLLEAGUE_LOCKED_DEFINITIONS_R1_0/ARC1_LOCKED_DEFINITIONS_REFERENCE.pdf,07948d0d9b606db20874eed5941ade3dbc423782d96a94fafd199e8ccdc03444,release_label,94,ARC1 locked definitions reference R1.0
_GF1_WORK/FRESH/ARC1_LOCK/M3A_ARC1_COLLEAGUE_LOCKED_DEFINITIONS_R1_0/ARC1_LOCKED_DEFINITIONS_REFERENCE.pdf,07948d0d9b606db20874eed5941ade3dbc423782d96a94fafd199e8ccdc03444,release_label,109,prompt. The historic theorem files were unnumbered; ARC1-C1–C6 are clarification concordance numbers.
_GF1_WORK/FRESH/ARC1_LOCK/M3A_ARC1_COLLEAGUE_LOCKED_DEFINITIONS_R1_0/ARC1_LOCKED_DEFINITIONS_REFERENCE.pdf,07948d0d9b606db20874eed5941ade3dbc423782d96a94fafd199e8ccdc03444,release_label,112,ARC1 locked definitions reference R1.0
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,theorem_like,50,The theorem sequence is:
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,theorem_like,51,1. the exact selected-numerator theorem;
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,theorem_like,52,2. the syzygy theorem;
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,theorem_like,53,3. the exact-dark component theorem;
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,theorem_like,54,4. the endpoint support lemma;
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,theorem_like,55,5. the three-stratum theorem;
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,theorem_like,56,6. the positive-power-law family theorem;
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,theorem_like,111,3 Exact numerator theorem
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,theorem_like,116,Theorem 3.1(Exact selected numerator).Let
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,theorem_like,136,"Remark3.2.The theorem is an exact polynomial identity, not an interpolation statement."
